,0,task
1863,"For the price, I don't think that these 'phones can be beat.",554
1864,My original pair of BTH240's were great.,554
1865,I assume the headset's connecting wire  is supposed to ride along the back side of the neck or head.,554
1866,As I expected of a Sony product and more.,554
1867,"As for ambient sounds, when you are wearing them, they are a bit muffled, but not blocked.",554
1868,Sound is Muffled like it needs more power to drive it?,554
1869,"Gave to my 12 year old grandson and he was so very excited, spent the rest of Christmas vacation with them on his head listening to music almost all the time.",554
1870,Just note that isolation is nonexistant on this one.,554
1871,I wasn't expecting a whole lot for $25 so I am pleasantly surprised.,554
1872,"Battery life is almost amazing, I haven't really even had to worry about it much.",554
1873,All the buttons were unresponsive and the headset wouldn't shut off.,554
1874,"Not my first choice when I am chillin at home and listening to Drake or Coldplay but since hands free is the standard for drinving now and wires just plain suck, these headphones hit the mark.",554
1875,"But otherwise, perfect.",555
1876,Only foolish people with too much money pay more than this for headphones.,555
1877,I'll definitely be buying these again!!,555
1878,"The sound is quite good even on a crowded airplane; the padding around the ears is very comfortable, but also hasn't peeled or frayed.",555
1879,I can't wait to wear them to the gym tomorrow:),555
1880,and the sound is EXCELLENT!!!,555
1881,The privacy of knowing that my TV viewing is not disturbing anyone.,555
1882,"But again, it lacks the hardshell protection from heavier objects.",555
1883,ADDENDUM: Just used my Kinivo BTH240 wireless headphones for the second time in the gym and I experienced A LOT of cutouts and interference this time.,555
1884,"It's tolerable and does not cause a major issue, it's just a minor noticeable thing.",555
1885,Hurt my head within 15 minutes.,555
1886,So after eliminating issues with the devices it only leave the headphones.,555
1887,This hurts after a short time.,555
1888,It was bound to happen one day but I was expecting a longer life time from the rest of these reviews.,555
1889,"Please do yourself a favor and grab a pair of these, you won't regret it.",555
1890,This is the first brand that is affordable and he has NOT had any problems with the cords losing connection on the ear pieces.,555
1891,The design is great.,555
1892,We are talking here about a $25 Headphone.,555
1893,"Bass is nice and clear, beat's quality without the hype and 100x price tag.",555
1894,I haven't tested with any music loaded on my device but will certainly report back if I see any issues there.,555
1895,After two days of having them the right side of the headphones stopped working.,555
1896,contacted kinivo's customer service and the rep emailed me a return label.,555
1897,Bought these specifically to use with my Dish Network Hopper.,555
1898,The only thing that is hard to navigate is the volume and next track buttons.,555
1899,I love being able to watch movies or tv shows without bothering my wife or other people.,555
1900,People on the other end of the phone can't even tell I'm driving a truck.,556
1901,I purchased these because I have gotten up from my desk far too many times - completely forgetting I was attached to computer by a headset jack - these certainly solve that problem!,556
1902,This makes the headset unstable and renders the unit useless.,556
1903,Decent earphones for a fair price.,556
1904,I have tried everything I can think of to get a better fit but have so far not found anything that works.,556
1905,"I find myself having to use the Small Speakers equalizer on my iPod to tame the treble, which I never have to do with MDR-V150s.",556
1906,"Also the headband isn't padded, it's just plastic.",556
1907,My husband finally tested it and discovered that only the left side worked.,556
1908,"This is my 2nd pair, the sound quality, comfort, and overall feel is just second to none for the very affordable price.",556
1909,Overall solid headphones nd great value for the price.,556
1910,"Battery last all day, it's great!",556
1911,"For the price you're paying, you're probably not going to get much better quality than this, that said, there are a few issues, namely, no volume control on the headset itself, sometimes sound is a little weird til you tinker with the cord.",556
1912,Hold down the center button on the right ear pod until the LED flashes red and blue.,556
1913,But if your like me then I bet you will be satisfied with the average quality.,556
1914,"If it does, nothing tape can't fix.",556
1915,"I guess what they say is true, you get what you pay for.",556
1916,"Not the most expensive, but decent enough to listen to music with no issues.",556
1917,I can't understand how these are so highly rated.,556
1918,The sound wouldn't come out after that mishap.,556
1919,I would have given it 5 stars.,556
1920,"Also, nobody mentionned it, a (very) short limited warrantly of 90 days is provided.",556
1921,"Cons:
- not adjustable.",556
1922,Just recently started to experience distortion in one of the ear pieces.,556
1923,"I thought they sounded great, I'm sure others are better but these are so cost effective I could buy a pair for less then $30 which is amazing.",556
1924,"It's certainly adequate, but impossible to describe as loud.",556
1925,"as far as fit and comfort is pretty good considering I have a large head

only con is its not blue tooth 4.0 or bertter",557
1926,I gave this a 4 star because when walking outside I sometimes lose the connection.,557
1927,"Even though they wrap around the back of the head, they still stay on through my routine.",557
1928,IF this is product is an indication they are back.,557
1929,I should have instead ordered the navy since white catches stains real fast.,557
1930,They are totally worth it and if your worried about them not looking pretty they are very stylish.,557
1931,I sweat too dam much and these have held up pretty good.,557
1932,First off let me say I did not give this 5 stars because of its hi fidelity sound.,557
1933,Color: Black I have purchased 3 of these and one has lasted for several years.,557
1934,These are the best On-Ear headphones that I have ever used.,557
1935,"Over the years, the cushion that rests on your years has turned into flakes so now I have the sponge material left over.",557
1936,They also have more volume than these kinda hollow tinny sounding ZX100s.,557
1937,"Even if these broke, I would probably invest in a second pair.",557
1938,"They compress my ears too much, and the band presses against my skull behind my ears to the point that I can only wear them for an hour or two before I have to take them off for a while to let my head decompress.",557
1939,This is good for slim and medium size people only.,557
1940,"I was better off listening to my iPad with the volume turned up, then using these headsets.",557
1941,The sounds is ok but not good/very good or excellent.,557
1942,5 stars because of the combination of product and customer service.,557
1943,"If you need a pair for only 1 year, these are fine but don't expect to use them for 3 or more years, because they will disintegrate on your head",557
1944,If you can find the right sized replacement.,557
1945,"The sound quality is fine, not amazing but it will do.",557
1946,Not sure if the issue is rough use or manufacturing.,557
1947,I bought these headphones for $25 at a local hipster/nerd store that I frequent.,557
1948,One of the speaker has stopped working and I can't use it any longer.,557
1949,"My previous headset, an LG HBS-730 had significant issues in this area, and I'm very happy to say the difference between the two headsets is night and day.",557
1950,But after 1 day of use I can hear a rattle as if something is loose in the right earpiece after just 1 day of use.,558
1951,i recommend these.,558
1952,"These head phones are good quality, you can hear clearly.",558
1953,"Update 3 Sep 15

They stopped working about a week ago.",558
1954,Occasionally I unknowingly hit the button and start a phone call.,558
1955,"Plus, I received them in a matter of days with standard shipping.",558
1956,The headphones work well and its not too loud.,558
1957,I'm a runner and I've been going through ear bud style headphones like crazy.,558
1958,Love the fact that they are very stylish and look more expensive that the retail price however the sound it's too low I have to turn up all the volume in order to have a nice sound,558
1959,"I recommend these to anyone that wants a good, affordable pair of headphones!",558
1960,It came on time as well.,558
1961,"That said, the instructions for all of these tasks were abundantly clear.",558
1962,"Their fashionable as well the finish to the headphones are great, as well as being really comfortable and sturdy- you get the feeling that these aren't going to break.",558
1963,"I have been looking everywhere for the right pair of workout headphones, and these are it!",558
1964,She is happy with the headphones.,558
1965,"And it works perfectly with my android tablet, PC, and phone.",558
1966,These are my first ever Bluetooth headphones.,558
1967,"Even though, it isn't better than beats they still make AWESOME headphones!!",558
1968,Got these for my son for school and they work great.,558
1969,Great headphones.,558
1970,I use these as work headphones along with a mp3 player.,558
1971,I bought these so that my partner did not have to listen to my music.,558
1972,These headphones are the most uncomfortable I've ever owned.,558
1973,"I was really blown away when I first listened to these, because they greatly exceeded my expectations.",558
1974,"There is a soft feel to these headphones that integrate with the body, on the head and too in perception of sound that just feels natural, ergonomic in the highest sense of that term, again in relation to the price.",558
1975,Great bass sound.,559
1976,I would not recommend traveling with these.,559
1977,- The good thing with these is these will work with both cell phones and PC's.,559
1978,"I've had them for several months (to make sure they didn't short-out like some of the reviews have claimed),and I am totally pleased.",559
1979,Bought these for my kids in school and I didn't want to spend a lot for school supplies.,559
1980,They look great and connect easily.,559
1981,They are great.,559
1982,"So all the similarities are there, someone said the size of these protruding are smaller than others but i found them to be the same.",559
1983,"However, for me, it's really minimal.",559
1984,If you have a lot of music on your cell phone you will enjoy this headset.they are very comfortable to wearand the batteries last all day.,559
1985,I'd buy them again if I needed a replacement anytime soon!,559
1986,"If you want a headset with with high bass, go for something else.",559
1987,The sound is okay but they are quite uncomfortable to wear.,559
1988,"I revised my review to 4 stars, would be 5 if the microphone worked better.",559
1989,I use these for connecting to a home receiver for watching movies to keep from upsetting sleeping family.,559
1990,The first generation headphones worked amazing for almost 18 months before the power port rusted out from sweat.,559
1991,These are not the best headphones ever but the sound quality is about the same as a pair of $100 headphones.,559
1992,"It's hard to figure out how to fold it up properly, not a big deal.",559
1993,I purchased the Artic P311 and Kinivo BTH204 together.,559
1994,crackles and bucks a bit.,559
1995,"I got some earbuds after that, but honestly I hate them more than anything, so I was so happy when I found these on Amazon.",559
1996,I bought them because reviews on amazon said they were of the same quality of Beats by Dre.,559
1997,"I wish they had a better grip though, as in a month they started to fall down if I picked something up.",559
1998,"It seems like they have definitely worked the bugs out of these, at least for my use.",559
1999,No matter what brand.,559
2000,"I think either the technology is still evolving or better technology is still costly or else, speakers at this cost are meant to be this way.",560
2001,"yes for the price as many said, these are real nice but bottom line is the clarity wasn't close to even my flimsy apple airbuds so these are going back for that reason.",560
2002,I have owned the BTH220 model and have loved them.,560
2003,It sticks out and just dangles in the air like a wild hair.,560
2004,"My first set was the BTH220, and I loved them so much I bought the 240.",560
2005,Bought this model upon recommendation from a friend who had used the previous model for about a year.,560
2006,"Great product here, Kinivo!",560
2007,I guess I should have paid more attention to the reviews before ordering.,560
2008,It's bass heavy (which I like) and clear.,560
2009,"I got these a long time ago, like years!",560
2010,I guess I should have paid more attention to the reviews before ordering.,560
2011,Excellent for these purposes.,560
2012,"I'll have to continue using my older headphones over these, but I was hoping it wouldn't come to this.",560
2013,"couldn't stand it, so i stuffed toilet paper in a plastic bag and wrapped it all up in duct tape.",560
2014,love also because they are comfortable.,560
2015,I bought these for an auditory discrimination program for my son's therapy.,560
2016,I was amazed by the quality of these headphones.,560
2017,One of the earbuds had broken making it necessary to purchase another set.,560
2018,I have owned the BTH220 model and have loved them.,560
2019,"I felt they were very comfortable as well, lightweight etc.",560
2020,"Although the cord is a little shorter than I would like, it's still slightly longer than the cord on my Apple earbuds they replaced.",560
2021,This seems to be common for a lot of these inexpensive headsets.,560
2022,It's not like the professional ones but it is great quality for the price and it may just last longer for me than my Behringer ones that only lasted a year and I payed more for!,560
2023,"maybe i'm crazy, but for $20 these sound 95% as good as anything else out there.",560
2024,"On the left side in particular, the wire pressed against the top of my ear making it a little sore after long use.",560
2025,Overall I have to say that I do like the headphones.,561
2026,Range on the bluetooth is pretty generous before the audio drops.,561
2027,I've had these headphones for over a year and the battery life is still great.,561
2028,Don't buy these if you like your music loud!,561
2029,"Kinivo BTH240 Bluetooth Stereo Headphone - Supports Wireless Music Streaming and Hands-Free calling (Black) (Wireless Phone Accessory)
Really like these.",561
2030,"Over a year and still work, purchased Dec 2015 and still sound great.",561
2031,"I purchased these because I need something to speak with clients hands-free, in order to do interviews and take notes.",561
2032,I'll definitely be buying these again!!,561
2033,"Also, the sound was really poor.",561
2034,I remember how much I loved the first pair I bought so I decided to purchase them again to compliment my droid incredible.,561
2035,"I own a Kinivo Bluetooth adapter to use these headphones with my Windows PC, when using Skype and when my smartphone is connected to the PC.",561
2036,I have has the for 5 whole days now.,561
2037,"Not the most expensive, but decent enough to listen to music with no issues.",561
2038,You can't see that in the picture.,561
2039,The packaging was opened when I received these headphones.,561
2040,The white is pretty classy in my opinion.,561
2041,"The wires that lead to the ear plugs create noise when you are walking, I had to rap the cords around the backs of my ears to get it to stop.",561
2042,and I had it for a year now its been up with my nieces pulling and them sitting on top of them and I will say its put up with all that abuse lol.,561
2043,Connected to most systems.,561
2044,I'm rough on headphones.,561
2045,No PIN; they rely on a pairing mode for security.,561
2046,My head's just a little larger than they were designed for.,561
2047,And there was no way to adjust them so they would stay.,561
2048,- Playback controls on the right side for easy and convenient access.,561
2049,This is the first brand that is affordable and he has NOT had any problems with the cords losing connection on the ear pieces.,561
2050,"I bought this and the bth220 headphones and they have great sound quality and the first charge they lasted at least 16 hours, so with wear and tear over time I'm sure the 8 hour rating they give them will more than hold true.",562
2051,"Keeping in mind that you get what you pay for, these are actually pretty good.",562
2052,And my workouts are pretty long so I'm impressed.,562
2053,I readjust how they sit every once in a while.,562
2054,"I purchased these headphones for my iPhone 5 and iPad, they were extremely easy to set up, they sound great and they are super comfortable on my head.",562
2055,Decent sound for the price.,562
2056,Came quickly and works well!,562
2057,They work great and are durable (my son uses them for the computer lab at school).,562
2058,I truly feel this is the best bang for your buck headphones.,562
2059,I have to say I am very impressed!,562
2060,"We haven't opened yet as they are for a christmas present, but have purchased similar before.",562
2061,She uses them with her iPod shuffle or watching movies on the computer.,562
2062,Feels very comfortable.,562
2063,I just got these in the mail.,562
2064,"I'm not sure if this is the headphones or the mp3 player I use, but it only works somewhat.",562
2065,"EXCEPTIONAL CLEAN SOUND, comfortable and can be worn with a bike or motorcycle helmet.",562
2066,I am an editor and I use these for simple editing in coffee shops.,562
2067,"I purchased these headphones for my son in hopes that I would no longer be subjected to hours and hours of minecraft coming from my sons tablet....well, they worked for about 2 weeks before no sound came from the right speaker anymore.",562
2068,"I was really blown away when I first listened to these, because they greatly exceeded my expectations.",562
2069,I'm amazed at the stereo separation achieved with a wireless signal.,562
2070,"FINALLY, we have it!",562
2071,yeah you can get beats for like a million bucks but why do that when these are just as good.,562
2072,The only issue I have ever had is after 5 years of continuous use and abuse the headband has become loose (grip wise) so when I bend down they have a tendency to start slipping off.,562
2073,"If you are just using it for hanbds free the battery will last for days, then recharges in an hour.",562
2074,"Thought about giving this 3 stars but for the money, I just can't complain that much.",562
2075,"Even though I have a fairly small head, they are tight.",563
2076,When i would out on my Treadclimber the sound is great and really gets me going.,563
2077,"Iron Maiden, Reel Big Fish, and The Smashing Pumpkins all sound horrid and bland on these.",563
2078,"Overall: decent headphones, obviously they're $15 so they're not great, but they do good enough.",563
2079,Great for working around the house.,563
2080,Decent paid of mid-level head phones.,563
2081,"After prolonged use and removing, my ears don't feel like I just came out of a compression chamber, and while my ears may feel warm, they aren't sweaty.",563
2082,"If you're really poor, hold out until there's a sale on better headphones.",563
2083,"In case they do die, I will buy these again.",563
2084,These are fairly terrible.,563
2085,"However they are definitely the best cheapest headphones I have ever used, and I will be buying the updated model from Sony.",563
2086,I have bought Bluetooth headphones before and they were always poor sounding when bass kicked in.,563
2087,This item was delivered promptly and as agreed on.,563
2088,"I've only had them for a couple of weeks and only have one small complaint, while running, I have the volume down to a lower level, I can hear one of the buttons rattle.",563
2089,It is annoying enough that I have gone back to a wired set of headphones.,563
2090,"back on they go...she is disabled so i,m glad to have  something of good quality that she gets so much joy from,  and at a reasonable price,  thanks again.",563
2091,"They work fine for music, but for you tube or vine DO NOT use these they are laggy and uncomfortable to wear.",563
2092,"are very comfortable, I like the color green, but on the picture they see green with white, and when they arrived they were green with beige, but equally the use that is given is good, we like a good buy",563
2093,"and as much as I love Amazon, I don't love over paying if I don't have too.",563
2094,I widely recommend the Kinivo BTH240 Bluetooth Headphone.,563
2095,For the price a quality product,563
2096,*Update* I had to buy a new one at three and half years but I bought the same ones again because they pair so well and I had no issues with them.,563
2097,Ripped it apart and installed in some better headphones.,563
2098,Use them mostly for listening to music.,563
2099,"Eventually, after falling to the ground and two years of general abuse they started to fail.",563
2100,"Obviously I can hear well enough or I would have replaced them, but still.",564
2101,The only thing that is hard to navigate is the volume and next track buttons.,564
2102,"If you're an active person, save yourself the money and grab a pair of these amazing headphones!",564
2103,Spend the extra 10-20 to get some sturdy headphones with padding.,564
2104,"After doing some research for the best headphone at the best value ($25 and below), we decided to purchase this pair of headphones.",564
2105,"The range is good, the price was great, and they sound quality is nice.",564
2106,"Stays securely in place, even on long runs.",564
2107,"However, AMAZON returned for me hassle free.",564
2108,Will see how it holds up long term.,564
2109,"My husband ordered them for me, and I won't wear them.",564
2110,"My older cousin, who knows a lot about headphones, said these sound better than her $70 headphones.",564
2111,Price is okay for the quality.,564
2112,The band is worn in the back of the neck so it's out of the way and you forget they are even there!,564
2113,They cannot safely be tossed into the bottom a backpack.,564
2114,The sound is okay but they are quite uncomfortable to wear.,564
2115,"Good quality, great price.",564
2116,"I always tell it like it is, the bad along with the good.",564
2117,"Not only is the sound quality excellent (again, not compared to Sennheiser or other premium brands), but they are also amazingly durable.",564
2118,"Removing the consideration of price, I give these 3 stars.",564
2119,If you read these reviews you would think otherwise.,564
2120,"It's a little harder to understand people that are talking to you, but you'll hear that they are talking if you're not blasting music.",564
2121,These are great.,564
2122,"I am not a professional dj, and nor is my daughter;)",564
2123,They have rich deep bass and incredibly clear treble!,564
2124,I also really like the buttons on the side for adjusting the volume; they're perfect for when you're listening to music away from your computer.,564
2125,But the best thing of all is the price - $25!,565
2126,The okay: I must have small ears.,565
2127,"I have awkward sized ears, so most in-ear earbuds don't fit me or cause pain when I try to use them.",565
2128,This is my third pair and I absolutely love them.,565
2129,"Skeptics guide to the universe is my favorite, cheap plug while i have the chance, and it sounds awesome.",565
2130,I recently went running with these headphones on and yes it was charging the whole day.,565
2131,Overall I'd recommend it.,565
2132,"Well, four; add on Price.",565
2133,I also love the bluetooth - I feel so free.,565
2134,"If you want cheap headphones to just throw on, go for it.",565
2135,"I have, some years ago, bought these headphones and they have held up well, I will probably buy them again one day.",565
2136,"For headphones that cost $14, Sony's WDRZX100 Outdoor Headphones are solid.",565
2137,Because the headphone is not adjustable to your head i try to put the plastic piece over my ears which hurts after a while.,565
2138,For the price these are fantastic!,565
2139,"After a day...
PROs: Comfortable headset (sure beats ear buds), good sound quality, easy to set up.",565
2140,I would recommend byting this with such price.,565
2141,"It's pretty interesting, I am a Sony guy, TV's, Playstations, Phones for years.",565
2142,She absolutely loves them.,565
2143,Quality Headphones for the money.,565
2144,One thing to be aware of when turning off the power to the headset.,565
2145,"That being said, I needed these for listening to lectures and classes online and didn't want to put much money into it.",565
2146,The sound is decent nothing to heavy as far as bass which is fine because the noise cancellation makes up for some of the downsides.,565
2147,Build quality is nice as well; sturdy plastic.,565
2148,I used at least 4 days a week.,565
2149,This slight adjustment in design makes the control of the headphone much easier and more useful.,565
2150,"However, if you want to use these headphones to eavesdrop on people, it's a five-star product.",566
2151,"Having said all that, I blame myself, not the headphones.",566
2152,"I think that it was designed for a no longer satisfaction, i don't want buying another one, i'm afraid i lost my money.",566
2153,The sound is good as well.,566
2154,The sound quality is nice and it keeps my ears warm in the winter!,566
2155,Love these headphones especially since they weren't too expensive.,566
2156,They are very comfortable.,566
2157,The new headset paired immediately with my phone and tablet.,566
2158,"Plus, if I lost it, I could find it by outputting music to it.",566
2159,The headset came nicely packaged and there was a USB charging cable provided.,566
2160,I use them almost every day for at least an hour.,566
2161,You don't have to go through that process every time.,566
2162,I have no idea whether any of that is due to the headset or the cell phone I'm using.,566
2163,"They certainly do not compare to Bose in sound quality or comfort, but for the price, the sound quality is quite good and they appear to be reasonably durable.",566
2164,They are very light and compact as well.,566
2165,Kinova has a complete line of products and a site for browsing and support.,566
2166,Still very much worth it if you don't mind having no isolation with the music off.,566
2167,When they did work they did a decent job for the price but always had a rattling in the right ear and didn't block out much noise.,566
2168,"They compress my ears too much, and the band presses against my skull behind my ears to the point that I can only wear them for an hour or two before I have to take them off for a while to let my head decompress.",566
2169,I have been using these headphones for months and they are still in good working order.,566
2170,After looking for a while Igave up and just bought cheap... WELL little did I know that they would be just what I wanted.,566
2171,"The new Apple earbuds stay in my ears pretty well, but the wire is a hassle during a workout.",566
2172,"Also, nobody mentionned it, a (very) short limited warrantly of 90 days is provided.",566
2173,"They are low, really low compared to the Sony MDR-V150.",566
2174,"At the price point I bought them I didn't expect much, a few months of kids beating on them at most, and I expected decent sound but not much more.",566
2175,These headphones are a pleasant surprise.,567
2176,"As for quality of material and comfort, I would like to give these headphones a 4 out of 5 on quality of material.",567
2177,I need head phones to listen to my ipod.,567
2178,They sound great for the price and are very durable.,567
2179,"In fact, the performance is as good, or even better, than more expensive models under a 100 bucks (i had tested quite a few before buying these).",567
2180,"Panasonic RP-HT21, no question, every single time.",567
2181,"I've had these for two days now, and I love them.",567
2182,"Unless they fix the firmware issues with these headphones, I would pass on these.",567
2183,The head size is decent (I have a big head and it fits over my head comfortably).,567
2184,So a nice design.,567
2185,use them every day.,567
2186,The over-the-ear design works great -- they stay firmly attached even when I am moving about.,567
2187,Low battery chime that rings every 40-60 seconds until unit is charged.,567
2188,This is the only headphones my daughter does not break within two weeks.,567
2189,"i don't use headphones alot and wasn't going to spend over $100 for a pair,this pair i like a lot, good sound,not to loud but loud enough,i use it at the gym",567
2190,"If you're looking for a solid set of 'phones at a low price, you simply can't do better than this.",567
2191,These look odd on me so I wear mine alone.,567
2192,"Smooth deep sounding bass, clear, crisp treble, almost no distortion at very high levels (not recommended).",567
2193,"They made it all the way to Friday afternoon again... My previous headphones would last two days and crashed & burned permanently after a hard workout...
Definitely will buy again if the ones I have ever fail!!",567
2194,I must say my head is all of 71/2 in.,567
2195,I loved them so much I wore them out.,567
2196,These headphones are comfortable enough that I can have them on for hours without experiencing any discomfort.,567
2197,Husband loves them really good working.,567
2198,Would definitely buy again.,567
2199,"Also for my MP3 player, like I said they do drain the batteries kinda fast.",567
2200,"Love that fact you can actually skip songs on itunes and Pandora, something units couldn't do a few years back.",568
2201,"That, combined with a great many calls where the headset abruptly dropped connectivity with a loud ""PANG!""",568
2202,"Frame is little bit loose or weak, so it is comfort but easily come off.",568
2203,Been using it like 6 or 7 hours while I jog and no problem so far.,568
2204,I'm a teacher at a small alternative high school with students who have major behavioral issues.,568
2205,The base response is good.,568
2206,"I use both BOSE at home, and this product when I travel.",568
2207,I find the little red indicator that tells which side is the right side very handy and thoughtful too.,568
2208,"Normal use for it is something like ""Hardball,"" but last night I listened to a blues online radio site and the thing delivered spot-on sound.",568
2209,I think when using on a mobile device the quality of the sound is not as good as when you use it on the computer.,568
2210,great for those days when the maintenance guys are using the leafblowers.,568
2211,"The Sony Stereo Headphones that I purchased from Amazon are just what I wanted to use with my I-Phone 5, from which I access music from my Amazon cloud.",568
2212,I ended up immediately purchasing Bose AE2i's and am extremely happy with them.,568
2213,I was still using my sony earbuds when I ordered these and I am definitely sticking to the brand now.,568
2214,The 240's i'm dissappointed with.,568
2215,They are very comfortable.,568
2216,"For around $20, the sound quality is excellent, and would certainly recommend these to anyone looking for a VERY GOOD set of headphones, that just happen to be inexpensive.",568
2217,It seems to me that they last wayyyy longer than 10 hours.,568
2218,In my opinion these are so much better than the crap beats by dre.,568
2219,"The audio sounds great, it holds a charge for a very long time, and paired immediately.",568
2220,The headphone jack is really sensitive and you will be fighting with it.. twisting it so the sound doesnt go away.,568
2221,Because I really like the headphones a LOT!,568
2222,UPDATE 12 JUN 2015 - My headphones are completely dead now.,568
2223,"I would NEVER buy the Beats for two hundred dollars, these work just fine.",568
2224,I discovered that the sound quality was noticeably poor if bearable.,568
2225,Overall I have to say that I do like the headphones.,569
2226,"Sony has had their ups and downs over the years (eh hem, PS4...), but at least they are unwilling to license their name to a total piece of junk.",569
2227,"The sound quality is good, blocks out other people who are also in the gym.",569
2228,I bought this color and the white one for my kids that last longer than other brands.,569
2229,"I just purchased them, so there's not much on durability yet, but the cord seems pretty sturdy so there's a slim chance of that breaking or being stripped of the insulation.",569
2230,"2) When used longer, it tends to get really warm in your ears.",569
2231,Packaged well and arrived quickly!,569
2232,"First of all, the way these fold up makes them relatively easy to carry around, but they are still bulky, and prone to folding out again accidentally.",569
2233,There was a lack of bass compared to my Sony MDR-XB500's.,569
2234,"The ones I had were actually Sony, and more expensive than these headphones!!!!",569
2235,"Not noticeable at first, but you have to pay attention.",569
2236,"For the asking price, these are excellent quality and a fantastic value.",569
2237,"This can happen even if I'm right next to my phone and outdoors, so I'm not sure if that eliminates the Bluetooth and cellular connections as the culprits.",569
2238,"I listen to a lot of different styles of music, from alt.",569
2239,"It's OK if you are listening to loud music, but for softer stuff not so much.",569
2240,I have not got to the end of the battery yet and I pretty much use it all day long so it has great battery life.,569
2241,He is a big man and they fit his head nicely with the adjustable sides.,569
2242,I love being able to watch movies or tv shows without bothering my wife or other people.,569
2243,They seem way more robust than the V150s too.,569
2244,"It could be made comfortable if it were adjustable, but it isn't.",569
2245,"The sound is great, almost complete noise canceling.",569
2246,"Comfortable, great for bike riding, fits with helmet.",569
2247,"The phones fold/flatten to a nice compact size, great for smaller bags.",569
2248,Headset was portable and folded and it included a micro-usb cable and a microfiber carrying pouch.,569
2249,..All at 20 dollars?,569
2250,"However, my son loves them.",570
2251,"They are small, so the sound quality is not what you would get with a good pair of speakers or headphones and fall out of your ears.",570
2252,"As for noise reduction, that doesnt work at all.",570
2253,My old ones had a longer cord but for the price they are still very good.,570
2254,"Now he can walk around the room, listening to music, while his iPod is charging.",570
2255,"Purchased for my teenager who knew she wasn't going to get the $200 headphones, and she's very pleased with them.",570
2256,These can be bought for prices as low as $14 or $12.,570
2257,"I would have easily paid double for these headphones, and still given them 5 stars.",570
2258,Only done side a little more bass would have been nice.,570
2259,I paid 29.99 for mine and I can't find anything wrong with them.,570
2260,Fit is good for adults with an average to above average size head.,570
2261,"As usual, the cord seems to be about 6 inches shorter than I need.",570
2262,Stretching them out helps for a while but even the loosest setting was not enough for me.,570
2263,i say get them in black because they can get dirty but easy to clean.,570
2264,My son wanted these so he got them.,570
2265,"I had to run the last 3 miles without my auditory motivation, which I absolutely hated.",570
2266,"In conclusion, a great deal (in my opinion), with some nice touches.",570
2267,"They are moderately comfortable, but can get a bit painful when using them for a long period of time.",570
2268,Drowns out the crazies on my morning bus commute.,570
2269,"The sound from these headphones is phenomenal, I love that they're white in color, and they're comfortable on the ears.",570
2270,It's OK if you're not very picky about the sound of your music.,570
2271,Volume and Track control right on the ear for great hands free use.,570
2272,Highly recommend.,570
2273,So far so good with these.,570
2274,Even though the functionally a good  the build quality is not sturdy.,570
2275,"Cheap feeling, stiff, and basically NO bass whatsoever.",571
2276,Well made and very very durable so far after about 2 months of daily use by a 3 and 8 year old.,571
2277,I gave these only 4 stars simply because I don't have any high-end sets to compare them with.,571
2278,"Again, they're pretty cheap material, but they can hold their own.",571
2279,Its a decent product but not what i was looking for.,571
2280,These work excellent in an office work environment or at home.,571
2281,I use the pair they have at my office and after twenty minutes my ears hurt.,571
2282,The band is worn in the back of the neck so it's out of the way and you forget they are even there!,571
2283,"These head phones are good quality, you can hear clearly.",571
2284,I use these for connecting to a home receiver for watching movies to keep from upsetting sleeping family.,571
2285,I recommend buying these.,571
2286,I was hoping they would balence out more and give better quality but that never happened.,571
2287,"If your thinking Beats or Bose, just try these first and save your self an arm or a leg.",571
2288,I love that they fold and come with a storage bag which means it can be stored easily in my gym bag.,571
2289,It's not uncomfortable but it does feel like they're going to get pushed off your ears if you're laying back against something.,571
2290,"Good for music and calls , do not recommend for work outs, they fit behind the head and have a tendency to fall off .",571
2291,"I did shake my head and they didn't fall off, but I still had the uneasy feeling about them.",571
2292,"After four years of use, I have not once regretted purchasing these headphones.",571
2293,If you wear these headphones for to long they will make your ears red and sweaty plus really soar.,571
2294,"I have bought many pairs of ear buds, all painful.",571
2295,"If you wear a larger hat size, these headphones are probably not for you.",571
2296,"This meant that I couldn't hear very well because the sound wasn't actually directed into my ear, but more into the lobe region of my ear.",571
2297,The earbuds are heavily padded and soft as well.,571
2298,In fact I can go outside and clean the ice and snow off my vehicle and still get excellent sound.,571
2299,I bought a black pair to go along with the black stage dress protocol.,571
2300,The Koss PortaPro is still my all-time favorite bargain headphones.,572
2301,":)

My little guy likes them also!",572
2302,Just bought a second pair so my wife can listen to her audio books!,572
2303,The cable and plug are also very sturdy.,572
2304,"I could probably talk anyone out of the SoundBot and Sonys, but the last two are neck and neck (no pun intended).",572
2305,I have tried them out and can't find a thing wrong with them.,572
2306,"When sitting down and my phone resting on the table, I've never experienced any inconsistencies.",572
2307,I wouldn't even consider them as an upgrade from standard ipod earbud quality.,572
2308,"Really Sony, 3 ft?",572
2309,"They're not high end headphones by any means, but they sound great for the price and they don't seem to randomly stop working after 8 months like other low price headphones do.",572
2310,Only think I wish it did was fold up for compatibility... Other than that I'm a satisfied mommy!,572
2311,Scares me real bad and is annoying.,572
2312,im going to keep these until i decide if i want to get better ones!,572
